stop_point_id,lat,lon,name,first_stop_area_id,osm:alt_name,osm:amenity,osm:bench,osm:bus,osm:covered,osm:created_by,osm:fixme,osm:highway,osm:local_ref,osm:name,osm:name:en,osm:network,osm:note,osm:official_status,osm:operator,osm:public_transport,osm:ref,osm:shelter,osm:source,osm:station,osm:tactile_paving,osm:taxi,osm:tourism,osm:wheelchair
StopPoint:node:30729987,5.6064530999999995,-0.1773089,Airport First,,,,yes,yes,yes,,,bus_stop,,Airport First,,,,,Metro Mass Transport,platform,,yes,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:30730108,5.587401,-0.1675613,Home touch,,,,,yes,,,,bus_stop,,Home touch,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:30778854,5.601804,-0.19888699999999998,Roman Ridge 2nd,,,,,yes,,,,bus_stop,,Roman Ridge 2nd,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:30933315,9.449891599999999,-0.845144,,,,,,,,JOSM,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:325329480,5.6247652,-0.28343039999999997,Sowutuom,,,,,yes,,,,bus_stop,,Sowutuom,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:1200964747,5.6747917,-0.0435957,Under Bridge,,,,,yes,,,,bus_stop,,Under Bridge,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,yes,,,,
StopPoint:node:1292309345,5.9985741,0.5939664,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:1799111092,9.392959,-0.8210208,,,,,,,,,,bus_stop,Jimli Station,,,,,,,,,,,,,,,
StopPoint:node:1887620725,5.498367399999999,-0.3666181,Kokrobite,,,,,,,,,bus_stop,,Kokrobite,,,,,,,,,,,,,,
StopPoint:node:1986177611,5.683923999999999,-0.2774571,ACP Junction,,,,,yes,,,,bus_stop,,ACP Junction,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:2011629044,8.0854029,-1.7024997,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:2026026299,7.3382670999999995,-2.3257822999999997,"Techiman, Wenchi",,,,,yes,,,,bus_stop,,"Techiman, Wenchi",,,,,,platform,,,,,,,,
StopPoint:node:2026041268,7.584333099999999,-1.9375596,"Kumasi, Wenchi",,,,,,,,,bus_stop,,"Kumasi, Wenchi",,,,,,,,,,,,,,
StopPoint:node:2026403679,5.5293198,-0.2639939,Agege Last Stop,,,,,yes,,,,bus_stop,,Agege Last Stop,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:2026403681,5.5300359,-0.2653038,Dansoman Last Stop,,,,no,yes,,,,bus_stop,,Dansoman Last Stop,,,,,,platform,,no,,,,,,
StopPoint:node:2123784610,5.6369826,-0.0626969,Transformer Junction,,,,,,,,,bus_stop,,Transformer Junction,,,,,,,,,,,,,,
StopPoint:node:2167480351,6.6420287,-1.5906859,,,,,,,,,,bus_stop,,,,,,,,platform,,,,,,,,
StopPoint:node:2324392383,5.6963932999999995,-1.2768382999999999,Tro-Tro Station,,,,,,,,,bus_stop,,Tro-Tro Station,,,,,,,,,,,,,,
StopPoint:node:2481992836,7.5819189,-1.9445386,Sunyani Station,,,,,,,,,bus_stop,,Sunyani Station,,,You can get a taxi or tro here going to Sunyani and the villages along the way.,,,,,,,,,,,
StopPoint:node:2482000562,7.7398539,-2.1068142,Wenchi Taxi Station,,,,,,,,,bus_stop,,Wenchi Taxi Station,,,,,,,,,,,,,,
StopPoint:node:2515237802,8.262565,0.5212015,Nkwanta bus stop,,,,,,,,,bus_stop,,Nkwanta bus stop,,,,,,,,,,,,,,
StopPoint:node:2515543027,9.8934964,-0.7218724,Station,,,,,,,,,bus_stop,,Station,,,,,,,,yes,,,,,,
StopPoint:node:2515586418,9.8518325,-0.7330057999999999,Station,,,,,,,,,bus_stop,,Station,,,,,,,,yes,,,,,,
StopPoint:node:2515592168,9.8463703,-0.7136549,Main Station,,,,,,,,,bus_stop,,Main Station,,,,,,,,,,,,,,
StopPoint:node:2520840464,9.7559874,-0.817865,Nakpanzoo Bus Stop,,,,,,,,,bus_stop,,Nakpanzoo Bus Stop,,,,,,,,yes,,,,,,
StopPoint:node:2520840469,9.745543099999999,-0.8227559999999999,Karaga Junction Bus Stop,,,,,,,,,bus_stop,,Karaga Junction Bus Stop,,,,,None,,,no,,,,,,
StopPoint:node:2520964245,9.801644,-0.9381442,,,,,,,,,,bus_stop,,,,,,,,,,no,,,,,,
StopPoint:node:2581150583,5.6276839,-0.1764355,Shiashie,,,,no,yes,,,,bus_stop,,Shiashie,,,,,,platform,,no,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:2584775101,5.5738018,-0.19750959999999998,Mobil / Kanda Overhead,,Kanda Total,,,yes,,,,bus_stop,,Mobil / Kanda Overhead,,,,,,platform,,yes,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:2621753159,5.2778956,-0.9313613,,,,,,yes,,,,bus_stop,,,,,,,,platform,,,,,,,,
StopPoint:node:2621753162,5.326351799999999,-0.8742784,,,,,,yes,,,,bus_stop,,,,,,,,platform,,,,,,,,
StopPoint:node:2621843173,6.143878399999999,-1.4711111,,,,,,yes,,,,bus_stop,,,,,,,,platform,,,,,,,,
StopPoint:node:2621843237,6.2150815,-1.484461,,,,,,yes,,,,bus_stop,,,,,,,,platform,,,,,,,,
StopPoint:node:2621843261,6.232035799999999,-1.4887612,,,,,,yes,,,,bus_stop,,,,,,,,platform,,,,,,,,
StopPoint:node:2622048436,7.411872,-1.9702916,,,,,,yes,,,,bus_stop,,,,,,,,platform,,,,,,,,
StopPoint:node:2622048438,7.432565599999999,-1.9767176999999998,,,,,,yes,,,,bus_stop,,,,,,,,platform,,,,,,,,
StopPoint:node:2622048439,7.4602309,-1.9713284,,,,,,yes,,,,bus_stop,,,,,,,,platform,,,,,,,,
StopPoint:node:2815791263,5.6028962,-0.25637499999999996,Nyamekye,,,,,yes,,,,bus_stop,,Nyamekye,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:2917271600,5.6045609999999995,-0.2259544,Tesano,,,,,yes,,,,bus_stop,,Tesano,,,,,,platform,,yes,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:2917277220,5.6139906,-0.22295089999999998,Abofu,,,,no,yes,,,,bus_stop,,Abofu,,,,,,platform,,no,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:2917277221,5.613728999999999,-0.2228677,Abofu,,,,,yes,,,,bus_stop,,Abofu,,,,,,platform,,no,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:2961496543,5.604193599999999,-0.22565919999999998,Tesano,,,,,yes,,,,bus_stop,,Tesano,,,,,,platform,,yes,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:2961513337,5.5621452,-0.17251419999999998,Labone,,,,,yes,,,,bus_stop,,Labone,,,,,,platform,,yes,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:2961513338,5.5629928,-0.1735575,Labone,,,,,yes,,,,bus_stop,,Labone,,,,,,platform,,yes,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:2968610393,5.5904487,-0.1569622,Supply Bus Stop,,,,,,,,,bus_stop,,Supply Bus Stop,,,,,,,,,,,,,,
StopPoint:node:3045917870,5.6220398,-0.1747326,Accra Mall Roundabout,,,,yes,yes,,,,bus_stop,,Accra Mall Roundabout,,,,,,platform,,yes,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:3045917876,5.6227677,-0.1740477,Accra Mall,,,,,yes,,,,bus_stop,,Accra Mall,,,,,,platform,,yes,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:3057177352,6.6867141,-1.5734545,TECH Junction,,,,,,,,,bus_stop,,TECH Junction,,,,,,platform,,,,,,,,
StopPoint:node:3057184986,6.6872229999999995,-1.5779659,Top High,,,,,,,,,bus_stop,,Top High,,,,,Tro-tro,platform,,,,,,,,
StopPoint:node:3057184987,6.6895698999999995,-1.6046015999999999,Children's Park,,,,,,,,,bus_stop,,Children's Park,,,,,Tro-tro,platform,,,,,,,,
StopPoint:node:3057192973,6.7097669,-1.5262121,Blue Gate,,,,,,,,,bus_stop,,Blue Gate,,,,,Tro-tro,platform,,,,,,,,
StopPoint:node:3057209023,6.697220799999999,-1.6216134999999998,Kejetia Junction,,,,,,,,,bus_stop,,Kejetia Junction,,,,,Tro-tro,platform,,,,,,,,
StopPoint:node:3057219957,6.6892736,-1.6155195999999998,Asafo Market,,,,,,,,,bus_stop,,Asafo Market,,,,,Tro-tro,platform,,,,,,,,
StopPoint:node:3073421167,5.6173445,-0.1944473,Dzorwulu Junction,,,,,yes,,,,bus_stop,,Dzorwulu Junction,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:3077261334,6.6752942,-1.5675778999999999,Campus Shuttle- Start location,,,,,,,,,bus_stop,,Campus Shuttle- Start location,,,,,,,,yes,,,,,,
StopPoint:node:3109289830,5.5673255,-0.2173233,Odorna,,,,,yes,,,,bus_stop,,Odorna,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:3109291911,5.569608,-0.2132665,Circle,,,,,yes,,,,bus_stop,,Circle,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:3133741256,5.6420983,-0.16494399999999998,Bawaleshie Second,,,,,yes,,,,bus_stop,La Bawaleshie,Bawaleshie Second,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:3154321446,5.603722299999999,-0.2578491,Tabora Number 1,,,,,yes,,,,bus_stop,Tabora No1,Tabora Number 1,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:3154428908,5.6052237,-0.2516826,Abrantie,,,,,yes,,,,bus_stop,Abrantie,Abrantie,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:3154441074,5.6015887,-0.2559185,Mampong,,,,,yes,,,,bus_stop,mambo Bus stop,Mampong,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:3154450964,5.6006069,-0.2554957,Mampong,,,,,yes,,,,bus_stop,mambo Bus stop,Mampong,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:3206882492,6.151099899999999,0.0576362,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3206882493,6.1548761,0.060784599999999994,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3206882494,6.154956599999999,0.0606516,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3206924657,6.0927397999999995,0.043692499999999995,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3206924658,6.0947103,0.044385299999999996,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3206939315,5.9801696,0.0534812,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3206939316,5.9801736,0.0536392,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3206965494,5.8835337999999995,0.038060199999999995,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3206965495,5.884295799999999,0.0383889,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3206986963,5.800590499999999,0.005729199999999999,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3206986964,5.800657,0.0056167,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3206986965,5.801361399999999,0.0060723999999999995,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3207019630,5.7271056,-0.0128305,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3207019631,5.7276536,-0.0127751,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3207019632,5.7317941,-0.013767399999999999,Michel Camp Gate,,,,,,,,,bus_stop,,Michel Camp Gate,,,,,,,,,,,,,,
StopPoint:node:3207019633,5.7331749,-0.0138826,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3207019636,5.757200399999999,-0.0055550999999999994,New Sebrepor Junction,,,,,,,,,bus_stop,,New Sebrepor Junction,,,,,,,,,,,,,,
StopPoint:node:3207025726,6.1558174999999995,0.061185699999999996,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3207025727,6.1613321999999995,0.0640901,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3207025728,6.2049693999999995,0.07959859999999999,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3210498662,5.5791002,-0.155464,Villas,,,,,yes,,,,bus_stop,,Villas,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:3462084088,5.6434961999999995,-0.1700242,High Tension,,,,,yes,,,,bus_stop,,High Tension,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:3676894013,5.6395577999999995,0.007883,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3676894839,5.6474364999999995,0.0022573,Site 20,,,,,yes,,,,bus_stop,,Site 20,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:3676894846,5.6510377,0.0002416,Site 10,,,,,yes,,,,bus_stop,,Site 10,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:3676894848,5.6580141,-0.0035486,Community 4,,,,,yes,,,,bus_stop,,Community 4,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:3676894849,5.664700799999999,-0.0062296,Community 7,,,,,yes,,,,bus_stop,,Community 7,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:3785166427,5.6529418,-0.1140452,Trasacco Gate,,,,,,,,,bus_stop,,Trasacco Gate,,,,,,,,,,,,,,
StopPoint:node:3785166428,5.6512389,-0.1292828,Rawlings Junction,,,,,yes,,,,bus_stop,,Rawlings Junction,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:3821087815,6.6792032,-1.5708294999999999,Conti Roundabout,,,,yes,,yes,,,bus_stop,,Conti Roundabout,,,,,KNUST,,,,,,,,,
StopPoint:node:3821087816,6.6785868,-1.5702665,Conti Roundabout,,,,yes,,yes,,,bus_stop,,Conti Roundabout,,,,,KNUST,,,yes,,,,,,
StopPoint:node:3821099690,6.6774187,-1.5673112,Agric Stop,,,,no,,no,,,bus_stop,,Agric Stop,,,,,KNUST,,,no,,,,,,
StopPoint:node:3821099691,6.6760699,-1.5650283999999999,Steps,,,,yes,,yes,,,bus_stop,,Steps,,,,,KNUST,,,yes,,,,,,
StopPoint:node:3821099692,6.6756569,-1.5636067999999999,Gate,,,,,,,,,bus_stop,,Gate,,,,,,,,,,,,,,
StopPoint:node:3821099694,6.6758175,-1.5624175999999999,Atta Mills junction,,,,no,,no,,,bus_stop,,Atta Mills junction,,,,,KNUST,,,no,,,,,,
StopPoint:node:3821099695,6.675942699999999,-1.5612523999999999,Asore Junction,,,,no,,no,,,bus_stop,,Asore Junction,,,,,KNUST,,,no,,,,,,
StopPoint:node:3821099697,6.6758935,-1.5589115,Junction,,,,no,,no,,,bus_stop,,Junction,,,,,KNUST,,,no,,,,,,
StopPoint:node:3947389167,6.0669067,1.0148665,arrêt de bus,,,,,,,,,bus_stop,,arrêt de bus,,,,,,,,,,,,,,
StopPoint:node:3997865025,6.0077802,0.5517246,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3997865049,6.0587373,0.9927649,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3997865715,6.0833599,1.056151,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3997865717,6.0875692,1.0640398,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3997865728,6.0963106,1.0854645,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3997865750,6.1097074,1.1578614999999999,,,,,,,,,,bus_stop,,,,,,,,platform,,,,,,,,
StopPoint:node:3997865773,6.0024869999999995,0.6029013999999999,,,,,,,,,,bus_stop,,,,,,,,platform,,,,,,,,
StopPoint:node:3997865774,6.0435114,0.7180561999999999,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3997865789,6.0649543,0.8615919,Abor,,,,,,,,,bus_stop,,Abor,,,,,,,,,,,,,,
StopPoint:node:3997865973,6.097219,0.7603909,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3997865985,6.0906711,0.8417479,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3997865986,6.0797628999999995,0.8532242,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3997865988,6.0624291,0.8652715999999999,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3997865990,6.064000399999999,0.9087158,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3997866052,6.1199093,1.1801082,,,,,,,,,,bus_stop,,,,,,,,platform,,,,,,,,
StopPoint:node:3997866170,6.0661271,1.0130506,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3997866660,6.0720192,0.7396455,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3997866704,6.064250899999999,0.9158259,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3997866715,6.055134,0.9629,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3997866716,6.1015229,1.1003127,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3997866718,6.112459299999999,1.1240424,,,,,,,,,,bus_stop,,,,,,,,platform,,,,,,,,
StopPoint:node:3997866761,6.0729079,1.033342,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:3997866762,6.0802496,1.049058,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:4150793105,5.620506,-0.17648529999999998,Spanner,,,,yes,yes,,,,bus_stop,,Spanner,,,,,,platform,,yes,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4150793106,5.6204152999999994,-0.1761345,Spanner,,,,yes,yes,,,,bus_stop,,Spanner,,,,,,platform,,yes,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4184924189,5.5717215,-0.206208,Paloma,,,,,yes,,,,bus_stop,,Paloma,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4184924289,5.5720605999999995,-0.20588679999999998,Paloma,,,,,yes,,,,bus_stop,,Paloma,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4198267793,5.5675097,-0.1817192,Danquah Second,,,,,yes,,,,bus_stop,,Danquah Second,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4286137016,5.6388495,-0.24243379999999998,St. Johns,,,,,yes,,,,bus_stop,,St. Johns,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4286153107,5.5735046,-0.192666,GBC,,,,yes,yes,,,,bus_stop,,GBC,,,,,,platform,,yes,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4311940489,5.6292703,-0.06676119999999999,Aklika Junction,,,,,,,,,bus_stop,,Aklika Junction,,,,,,,,,,,,,,
StopPoint:node:4311941192,5.6836426,-0.1336375,Asharley Botwe,,,,,,,,,bus_stop,,Asharley Botwe,,,,,,platform,,,,,,,,
StopPoint:node:4350184799,5.739057,-0.013660799999999999,Kakasunanka No.1 Junction,,,,,,,,,bus_stop,,Kakasunanka No.1 Junction,,,,,,,,,,,,,,
StopPoint:node:4350186595,5.7225914,0.0033139,High Tension,,,,,,,,,bus_stop,,High Tension,,,,,,,,,,,,,,
StopPoint:node:4350187526,5.7922004,0.0025569,Appolonia Junction,,,,,,,,,bus_stop,,Appolonia Junction,,,,,,,,,,,,,,
StopPoint:node:4350253589,5.7421827,-0.0129637,Gbetsile Junction,,,,,,,,,bus_stop,,Gbetsile Junction,,,,,,,,,,,,,,
StopPoint:node:4382426259,5.6284053,-0.1767713,Shiashie,,,,,yes,,,,bus_stop,,Shiashie,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4400057060,5.1166882,-1.2921706,Science shuttle station,,,,yes,,,,,bus_stop,,Science shuttle station,,,,,,,,yes,,,,,,
StopPoint:node:4400481895,5.7058466,-0.1710339,Adenta Barrier,,,,,yes,,,,bus_stop,,Adenta Barrier,,,,unofficial,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4400503912,5.6789812,-0.012255199999999999,Community 9,,,,,yes,,,,bus_stop,,Community 9,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4400503928,5.5764716,-0.15253809999999998,Palm Wine,,,,,yes,,,,bus_stop,,Palm Wine,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4400510889,5.7118554999999995,-0.0490113,Lebanon School Junction,,,,,,,,,bus_stop,,Lebanon School Junction,,,,,,,,,,,,,,
StopPoint:node:4400510902,5.588205299999999,-0.163151,Congo Junction,,,,,yes,,,,bus_stop,,Congo Junction,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4420606015,6.0992263,1.095507,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:4430018894,5.7136854999999995,-0.0501159,Obaatan Junction,,,,,,,,,bus_stop,,Obaatan Junction,,,,,,,,,,,,,,
StopPoint:node:4458149736,5.6528008,-0.2713953,ICGC,,,,,,,,,bus_stop,,ICGC,,,,,,platform,,,survey 2019 - SmartTransit,,,,,
StopPoint:node:4461423012,5.618498499999999,-0.1911487,Dzorwulu Junction,,,,,yes,,,,bus_stop,,Dzorwulu Junction,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4462281289,5.5710149,-0.2855065,Mallam Junction,,,,,yes,,,,bus_stop,,Mallam Junction,MallamJunction,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,attraction,
StopPoint:node:4471914749,5.0978628,-1.3408806,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:4515463990,5.096481,-1.3349332,Elmina Beach Resort Junction,,,,,,,,,bus_stop,,Elmina Beach Resort Junction,Elmina Junction,,,,,,,,,,,,,
StopPoint:node:4528236792,5.799462999999999,0.9138398,Dornorgbor Street,,,,,,,,,bus_stop,,Dornorgbor Street,Dornorgbor Street,,,,,,,,,,,,,
StopPoint:node:4528236793,5.7941063,0.82014,"Alakple,Kome Junction",,,,,,,,,bus_stop,,"Alakple,Kome Junction","Alakple,Kome Junction",,,,,,,,,,,,,
StopPoint:node:4528254893,5.7885442,0.8607193,Genui Junction,,,,,,,,,bus_stop,,Genui Junction,,,,,,,,,,,,,,
StopPoint:node:4589572373,5.114777699999999,-1.2842076,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:4593481227,5.1007267,-1.2849108,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:4595435458,6.0066253,0.6151763,,,,,,,,,,bus_stop,,,,,,,,platform,,yes,,,,,,
StopPoint:node:4600181749,5.547790399999999,-0.3482181,Bortianor,,,,,yes,,,,bus_stop,,Bortianor,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4607246004,6.052306,0.9749104,Anlo-Afiadenyigba Junction,,,,,,,,,bus_stop,,Anlo-Afiadenyigba Junction,,,,,,,,,,,,,,
StopPoint:node:4608132691,6.896799499999999,0.2651926,Gborxome,,,,,,,,,bus_stop,,Gborxome,,,,,,,,,,,,,,
StopPoint:node:4612321664,6.0801224,1.0482935,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:4612321666,6.1127645,1.124563,,,,,,,,,,bus_stop,,,,,,,,platform,,,,,,,,
StopPoint:node:4612321669,6.0747903,1.0392759,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:4612321684,6.0713037,1.0286,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:4612322003,6.0547479,0.9639515,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:4614139475,6.0836144,1.0564366,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,
StopPoint:node:4614553192,6.9029644,0.2830667,Avame Beme Junction,,,,,,,,,bus_stop,,Avame Beme Junction,,,,,,,,,,,,,,
StopPoint:node:4614563889,5.4081123,-0.9164038999999999,Ampia,,,,,,,,,bus_stop,,Ampia,Ampia,,,,,,,,,,,,,
StopPoint:node:4614565290,5.3101835,-0.8891328,Ajumako,,,,,,,,,bus_stop,,Ajumako,Ajumako,,,,,,,,,,,,,
StopPoint:node:4615061389,6.9105259,0.2629439,Avame Beme,,,,,,,,,bus_stop,,Avame Beme,Avame Beme,,,,,,,,,,,,,
StopPoint:node:4674707791,10.772625999999999,-0.8561413999999999,Aboley Junction,,,,,,,,,bus_stop,,Aboley Junction,Aboley Junction,,,,Aboley,,,,,,,,,
StopPoint:node:4710912590,5.616029,-0.2483251,High Tension,,,,no,yes,,,,bus_stop,,High Tension,High Tention,,,,,platform,,no,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4727344093,6.1056012,0.0767918,Kpong to Kumasi,,,,,,,,,bus_stop,,Kpong to Kumasi,Kpong to Kumasi,,,,,,,,,,,,,
StopPoint:node:4739843023,5.5655092,-0.288941,McCarthy Junction,,,,,yes,,,,bus_stop,,McCarthy Junction,McCarthy Junction,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4739884021,5.5698342,-0.285949,Mallam Junction,,,,,yes,,,,bus_stop,,Mallam Junction,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4740601928,5.5508216,-0.35591259999999997,Mile Eleven,,,,,yes,,,,bus_stop,,Mile Eleven,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4740601929,5.5474958999999995,-0.34813459999999996,Bortianor,,,,,yes,,,,bus_stop,,Bortianor,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4740602036,5.579676399999999,-0.2648468,Odorkor,,,,,yes,,,,bus_stop,,Odorkor,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4740602037,5.6518837,-0.1799915,Legon Second,,,,yes,yes,,,,bus_stop,,Legon Second,,,,,,platform,,yes,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4740602043,5.6481575,-0.1798695,Legon Second,,,,no,yes,,,,bus_stop,,Legon Second,Legon Bus Stop,,,,,platform,,no,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4740602044,5.546819,-0.3819991,Tuba,,,,,yes,,,,bus_stop,,Tuba,,,,,,platform,,yes,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4740682125,5.569075799999999,-0.2861767,Mallam Junction,,,,,yes,,,,bus_stop,,Mallam Junction,Mallam Junction Bus Stop,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
StopPoint:node:4740682127,5.5511501,-0.3292343,Weija Barrier,,,,,yes,,,,bus_stop,,Weija Barrier,,,,,,platform,,,survey summer 2017 - AccraMobile3 project,,,,,
